address_id,pupil_id,first_line,town,postcode,phone
404,404,32 Horve,Isle of Barra,HS9 5UU, 01871 817450
405,405,17 Garrygall,Isle of Barra,HS9 5YW, 01871 890503
406,406,64 Vatersay,Isle of Barra,HS9 5XR, 01871 817834
407,407,37 Bolnabodach,Isle of Barra,HS9 5UR, 01871 890825
408,408,6 Earsary,Isle of Barra,HS9 5UA, 01871 810897
409,409,29 Ardmhor,Isle of Barra,HS9 5XR, 01871 817341
410,410,73 Earsary,Isle of Barra,HS9 5XA, 01871 890913
411,411,62 Borve,Isle of Barra,HS9 5XL, 01871 890168
412,412,61 Borve,Isle of Barra,HS9 5XP, 01871 817514
413,413,88 Borve,Isle of Barra,HS9 5YT, 01871 810896
414,414,77 Horve,Isle of Barra,HS9 5YQ, 01871 890785
415,415,77 Earsary,Isle of Barra,HS9 5UH, 01871 890737
416,416,33 Scurrival,Isle of Barra,HS9 5UE, 01871 817654
417,417,38 Brevig,Isle of Barra,HS9 5UB, 01871 817479
418,418,88 Northbay,Isle of Barra,HS9 5YT, 01871 817358
419,419,67 Ardmhor,Isle of Barra,HS9 5UR, 01871 890270
420,420,10 Ardmhor,Isle of Barra,HS9 5UW, 01871 817970
421,421,54 Scurrival,Isle of Barra,HS9 5XH, 01871 890211
422,422,50 Bolnabodach,Isle of Barra,HS9 5UJ, 01871 890662
423,423,90 Garrygall,Isle of Barra,HS9 5UE, 01871 817183
424,424,35 Skallary,Isle of Barra,HS9 5YR, 01871 810747
425,425,2 Bolnabodach,Isle of Barra,HS9 5UN, 01871 810357
426,426,88 Tangasdale,Isle of Barra,HS9 5YA, 01871 810500
427,427,85 Eoligarry,Isle of Barra,HS9 5XN, 01871 810672
428,428,46 Eoligarry,Isle of Barra,HS9 5UR, 01871 810712
429,429,5 Allasdale,Isle of Barra,HS9 5YU, 01871 810947
430,430,79 Tangasdale,Isle of Barra,HS9 5XW, 01871 810994
431,431,81 Castlebay,Isle of Barra,HS9 5UR, 01871 810557
432,432,87 Earsary,Isle of Barra,HS9 5XB, 01871 810274
433,433,69 Skallary,Isle of Barra,HS9 5YH, 01871 810453
434,434,68 Ardmhor,Isle of Barra,HS9 5YQ, 01871 810977
435,435,99 Castlebay,Isle of Barra,HS9 5XE, 01871 810926
436,436,53 Skallary,Isle of Barra,HS9 5UU, 01871 817571
437,437,36 Eoligarry,Isle of Barra,HS9 5YR, 01871 810590
438,438,8 Eoligarry,Isle of Barra,HS9 5XP, 01871 817843
439,439,61 Glen,Isle of Barra,HS9 5UR, 01871 890226
440,440,34 Eoligarry,Isle of Barra,HS9 5UE, 01871 890662
441,441,71 Earsary,Isle of Barra,HS9 5YD, 01871 810303
442,442,46 Brevig,Isle of Barra,HS9 5YU, 01871 890992
443,443,91 Northbay,Isle of Barra,HS9 5UZ, 01871 810135
444,444,78 Brevig,Isle of Barra,HS9 5YR, 01871 890161
445,445,35 Allasdale,Isle of Barra,HS9 5YJ, 01871 810494
446,446,64 Allasdale,Isle of Barra,HS9 5YL, 01871 890729
447,447,25 Nask,Isle of Barra,HS9 5YN, 01871 890631
448,448,21 Eoligarry,Isle of Barra,HS9 5YY, 01871 890479
449,449,24 Cleat,Isle of Barra,HS9 5UY, 01871 890539
450,450,20 Bolnabodach,Isle of Barra,HS9 5XW, 01871 810964
451,451,67 Bolnabodach,Isle of Barra,HS9 5YX, 01871 890889
452,452,96 Eoligarry,Isle of Barra,HS9 5YP, 01871 810937
453,453,44 Glen,Isle of Barra,HS9 5UA, 01871 817964
454,454,66 Garrygall,Isle of Barra,HS9 5UN, 01871 890886
455,455,86 Garrygall,Isle of Barra,HS9 5UN, 01871 817114
456,456,40 Eoligarry,Isle of Barra,HS9 5YU, 01871 810228
457,457,58 Cleat,Isle of Barra,HS9 5XJ, 01871 890200
458,458,75 Bruernish,Isle of Barra,HS9 5YU, 01871 890253
459,459,36 Craigston,Isle of Barra,HS9 5UZ, 01871 810808
460,460,59 Ardmhor,Isle of Barra,HS9 5XW, 01871 817615
461,461,69 Nask,Isle of Barra,HS9 5YX, 01871 810716
462,462,18 Skallary,Isle of Barra,HS9 5XR, 01871 810411
463,463,71 Allasdale,Isle of Barra,HS9 5YT, 01871 890198
464,464,61 Skallary,Isle of Barra,HS9 5XH, 01871 890459
465,465,43 Vatersay,Isle of Barra,HS9 5UD, 01871 817652
466,466,86 Eoligarry,Isle of Barra,HS9 5YA, 01871 890520
467,467,52 Castlebay,Isle of Barra,HS9 5UY, 01871 810437
468,468,2 Bruernish,Isle of Barra,HS9 5UR, 01871 817922
469,469,21 Skallary,Isle of Barra,HS9 5XT, 01871 817717
470,470,80 Northbay,Isle of Barra,HS9 5YB, 01871 817829
471,471,90 Nask,Isle of Barra,HS9 5XE, 01871 890517
472,472,65 Garrygall,Isle of Barra,HS9 5UD, 01871 890174
473,473,87 Glen,Isle of Barra,HS9 5YT, 01871 810988
474,474,82 Nask,Isle of Barra,HS9 5XL, 01871 817336
475,475,84 Garrygall,Isle of Barra,HS9 5YB, 01871 890369
476,476,81 Skallary,Isle of Barra,HS9 5YD, 01871 810584
477,477,22 Horve,Isle of Barra,HS9 5UU, 01871 810101
478,478,7 Borve,Isle of Barra,HS9 5XA, 01871 817964
479,479,13 Bruernish,Isle of Barra,HS9 5YW, 01871 810611
480,480,29 Allasdale,Isle of Barra,HS9 5UD, 01871 810127
481,481,74 Scurrival,Isle of Barra,HS9 5UW, 01871 890299
482,482,92 Bruernish,Isle of Barra,HS9 5UP, 01871 810893
483,483,96 Eoligarry,Isle of Barra,HS9 5YP, 01871 810937
484,484,90 Castlebay,Isle of Barra,HS9 5UT, 01871 810954
485,485,66 Bruernish,Isle of Barra,HS9 5XT, 01871 810922
486,486,19 Skallary,Isle of Barra,HS9 5YT, 01871 810961
487,487,31 Borve,Isle of Barra,HS9 5UA, 01871 817351
488,488,53 Glen,Isle of Barra,HS9 5UN, 01871 817273
489,489,72 Cleat,Isle of Barra,HS9 5YN, 01871 810801
490,490,37 Allasdale,Isle of Barra,HS9 5UW, 01871 810589
491,491,64 Cleat,Isle of Barra,HS9 5UJ, 01871 810213
492,492,91 Allasdale,Isle of Barra,HS9 5UL, 01871 817787
493,493,18 Skallary,Isle of Barra,HS9 5XR, 01871 810411
494,494,94 Garrygall,Isle of Barra,HS9 5YX, 01871 810169
495,495,67 Brevig,Isle of Barra,HS9 5UE, 01871 890354
496,496,78 Borve,Isle of Barra,HS9 5UJ, 01871 890974
497,497,34 Earsary,Isle of Barra,HS9 5XQ, 01871 817328
498,498,58 Bruernish,Isle of Barra,HS9 5UD, 01871 890673
499,499,22 Glen,Isle of Barra,HS9 5UL, 01871 817340
500,500,30 Glen,Isle of Barra,HS9 5XR, 01871 817232
501,501,17 Ardmhor,Isle of Barra,HS9 5UR, 01871 817129
502,502,57 Castlebay,Isle of Barra,HS9 5XZ, 01871 890921
503,503,95 Castlebay,Isle of Barra,HS9 5YN, 01871 890399
504,504,32 Eoligarry,Isle of Barra,HS9 5YQ, 01871 890408
505,505,77 Cleat,Isle of Barra,HS9 5UR, 01871 817702
506,506,37 Borve,Isle of Barra,HS9 5XH, 01871 817351
507,507,62 Cleat,Isle of Barra,HS9 5UZ, 01871 810404
508,508,24 Skallary,Isle of Barra,HS9 5XJ, 01871 810344
509,509,34 Horve,Isle of Barra,HS9 5UX, 01871 810999
510,510,17 Bolnabodach,Isle of Barra,HS9 5XT, 01871 817675
511,511,32 Nask,Isle of Barra,HS9 5YP, 01871 810970
512,512,70 Bruernish,Isle of Barra,HS9 5UH, 01871 817150
513,513,68 Bruernish,Isle of Barra,HS9 5YA, 01871 810924
514,514,40 Eoligarry,Isle of Barra,HS9 5YU, 01871 810228
515,515,93 Eoligarry,Isle of Barra,HS9 5UU, 01871 810598
516,516,86 Horve,Isle of Barra,HS9 5YQ, 01871 890149
517,517,25 Bolnabodach,Isle of Barra,HS9 5UT, 01871 817285
518,518,80 Nask,Isle of Barra,HS9 5UH, 01871 890745
519,519,14 Castlebay,Isle of Barra,HS9 5XE, 01871 810706
520,520,50 Bolnabodach,Isle of Barra,HS9 5UJ, 01871 890662
521,521,55 Earsary,Isle of Barra,HS9 5YJ, 01871 890203
522,522,64 Cleat,Isle of Barra,HS9 5UJ, 01871 810213
523,523,20 Scurrival,Isle of Barra,HS9 5UP, 01871 817694
524,524,49 Bruernish,Isle of Barra,HS9 5YD, 01871 810515
525,525,62 Horve,Isle of Barra,HS9 5XT, 01871 817529
526,526,33 Nask,Isle of Barra,HS9 5YZ, 01871 890911
527,527,93 Vatersay,Isle of Barra,HS9 5YH, 01871 817437
528,528,52 Vatersay,Isle of Barra,HS9 5UU, 01871 890252
529,529,26 Earsary,Isle of Barra,HS9 5XJ, 01871 817190
530,530,62 Castlebay,Isle of Barra,HS9 5UT, 01871 817352
531,531,44 Castlebay,Isle of Barra,HS9 5XT, 01871 890504
532,532,62 Leanish,Isle of Barra,HS9 5XH, 01871 817283
533,533,77 Northbay,Isle of Barra,HS9 5XH, 01871 817214
534,534,88 Eoligarry,Isle of Barra,HS9 5YN, 01871 817383
535,535,6 Eoligarry,Isle of Barra,HS9 5YJ, 01871 817103
536,536,13 Bruernish,Isle of Barra,HS9 5YW, 01871 810611
537,537,23 Bolnabodach,Isle of Barra,HS9 5YH, 01871 810729
538,538,64 Allasdale,Isle of Barra,HS9 5YL, 01871 890729
539,539,50 Brevig,Isle of Barra,HS9 5UU, 01871 810490
540,540,48 Garrygall,Isle of Barra,HS9 5UW, 01871 890995
541,541,90 Bruernish,Isle of Barra,HS9 5YP, 01871 890686
542,542,67 Earsary,Isle of Barra,HS9 5UJ, 01871 810111
543,543,95 Borve,Isle of Barra,HS9 5YD, 01871 817572
544,544,35 Vatersay,Isle of Barra,HS9 5UQ, 01871 817318
545,545,2 Vatersay,Isle of Barra,HS9 5UE, 01871 890571
546,546,66 Glen,Isle of Barra,HS9 5YQ, 01871 890940
547,547,54 Leanish,Isle of Barra,HS9 5XP, 01871 810782
548,548,52 Earsary,Isle of Barra,HS9 5UR, 01871 810678
549,549,82 Earsary,Isle of Barra,HS9 5YW, 01871 817285
550,550,50 Craigston,Isle of Barra,HS9 5UP, 01871 890952
551,551,78 Ardmhor,Isle of Barra,HS9 5YL, 01871 890719
552,552,43 Horve,Isle of Barra,HS9 5YJ, 01871 817838
553,553,33 Leanish,Isle of Barra,HS9 5UW, 01871 817756
554,554,19 Ardmhor,Isle of Barra,HS9 5YX, 01871 810443
555,555,49 Nask,Isle of Barra,HS9 5UU, 01871 810883
556,556,75 Skallary,Isle of Barra,HS9 5UE, 01871 817256
557,557,50 Earsary,Isle of Barra,HS9 5XY, 01871 810786
558,558,77 Borve,Isle of Barra,HS9 5XR, 01871 817717
559,559,35 Scurrival,Isle of Barra,HS9 5YT, 01871 817756
560,560,65 Craigston,Isle of Barra,HS9 5YX, 01871 810413
561,561,2 Vatersay,Isle of Barra,HS9 5UE, 01871 890571
562,562,45 Leanish,Isle of Barra,HS9 5UT, 01871 890345
563,563,49 Craigston,Isle of Barra,HS9 5YU, 01871 890335
564,564,20 Glen,Isle of Barra,HS9 5UQ, 01871 817751
565,565,20 Bolnabodach,Isle of Barra,HS9 5XW, 01871 810964
566,566,27 Leanish,Isle of Barra,HS9 5YL, 01871 890409
567,567,74 Scurrival,Isle of Barra,HS9 5UW, 01871 890299
568,568,91 Bolnabodach,Isle of Barra,HS9 5UH, 01871 810761
569,569,90 Leanish,Isle of Barra,HS9 5YD, 01871 817931
570,570,15 Bolnabodach,Isle of Barra,HS9 5YR, 01871 890730
571,571,54 Horve,Isle of Barra,HS9 5UT, 01871 817998
572,572,42 Tangasdale,Isle of Barra,HS9 5UA, 01871 810391
573,573,72 Borve,Isle of Barra,HS9 5XL, 01871 890775
574,574,74 Borve,Isle of Barra,HS9 5YX, 01871 817995
575,575,2 Leanish,Isle of Barra,HS9 5YE, 01871 817935
576,576,24 Borve,Isle of Barra,HS9 5YB, 01871 817175
577,577,52 Nask,Isle of Barra,HS9 5XJ, 01871 810827
578,578,15 Eoligarry,Isle of Barra,HS9 5YN, 01871 817869
579,579,33 Bruernish,Isle of Barra,HS9 5UA, 01871 817774
580,580,13 Eoligarry,Isle of Barra,HS9 5YQ, 01871 810800
581,581,86 Ardmhor,Isle of Barra,HS9 5XD, 01871 817464
582,582,56 Skallary,Isle of Barra,HS9 5XL, 01871 890372
583,583,55 Bruernish,Isle of Barra,HS9 5YY, 01871 810408
584,584,72 Scurrival,Isle of Barra,HS9 5UD, 01871 810770
585,585,22 Craigston,Isle of Barra,HS9 5YN, 01871 817255
586,586,17 Eoligarry,Isle of Barra,HS9 5XX, 01871 890161
587,587,54 Bolnabodach,Isle of Barra,HS9 5UW, 01871 817686
588,588,49 Cleat,Isle of Barra,HS9 5XE, 01871 817546
589,589,82 Tangasdale,Isle of Barra,HS9 5UX, 01871 810437
590,590,36 Cleat,Isle of Barra,HS9 5XQ, 01871 817414
591,591,62 Skallary,Isle of Barra,HS9 5XP, 01871 817251
592,592,84 Tangasdale,Isle of Barra,HS9 5UE, 01871 817672
593,593,13 Garrygall,Isle of Barra,HS9 5UB, 01871 810398
594,594,49 Eoligarry,Isle of Barra,HS9 5XD, 01871 817802
595,595,10 Allasdale,Isle of Barra,HS9 5XR, 01871 810936
596,596,47 Bruernish,Isle of Barra,HS9 5UY, 01871 810424
597,597,52 Tangasdale,Isle of Barra,HS9 5UQ, 01871 810277
598,598,50 Skallary,Isle of Barra,HS9 5XZ, 01871 890596
599,599,8 Garrygall,Isle of Barra,HS9 5XA, 01871 810260
600,600,32 Horve,Isle of Barra,HS9 5UU, 01871 817450
601,601,92 Northbay,Isle of Barra,HS9 5XR, 01871 890485
602,602,11 Earsary,Isle of Barra,HS9 5YE, 01871 890819
603,603,33 Garrygall,Isle of Barra,HS9 5YJ, 01871 810584
604,604,71 Castlebay,Isle of Barra,HS9 5UD, 01871 810264
605,605,64 Leanish,Isle of Barra,HS9 5XU, 01871 890699
606,606,45 Tangasdale,Isle of Barra,HS9 5XP, 01871 817293
607,607,16 Cleat,Isle of Barra,HS9 5UX, 01871 817109
608,608,68 Leanish,Isle of Barra,HS9 5UP, 01871 890931
609,609,61 Leanish,Isle of Barra,HS9 5UE, 01871 810234
610,610,21 Castlebay,Isle of Barra,HS9 5YH, 01871 817414
611,611,68 Glen,Isle of Barra,HS9 5UQ, 01871 810538
612,612,22 Scurrival,Isle of Barra,HS9 5UQ, 01871 810957
613,613,16 Skallary,Isle of Barra,HS9 5UQ, 01871 817287
614,614,8 Cleat,Isle of Barra,HS9 5YX, 01871 817172
615,615,39 Eoligarry,Isle of Barra,HS9 5YW, 01871 890407
616,616,9 Bolnabodach,Isle of Barra,HS9 5XT, 01871 890883
617,617,82 Cleat,Isle of Barra,HS9 5UD, 01871 890906
618,618,17 Ardmhor,Isle of Barra,HS9 5UR, 01871 817129
619,619,92 Leanish,Isle of Barra,HS9 5UA, 01871 810595
620,620,87 Bruernish,Isle of Barra,HS9 5UX, 01871 890935
621,621,25 Tangasdale,Isle of Barra,HS9 5YH, 01871 817216
622,622,52 Horve,Isle of Barra,HS9 5UZ, 01871 890702
623,623,91 Horve,Isle of Barra,HS9 5YP, 01871 810899
624,624,75 Nask,Isle of Barra,HS9 5UX, 01871 817381
625,625,67 Brevig,Isle of Barra,HS9 5UE, 01871 890354
626,626,28 Brevig,Isle of Barra,HS9 5YP, 01871 890509
627,627,92 Glen,Isle of Barra,HS9 5YH, 01871 890692
628,628,32 Cleat,Isle of Barra,HS9 5UU, 01871 810825
629,629,97 Allasdale,Isle of Barra,HS9 5UN, 01871 890816
630,630,42 Vatersay,Isle of Barra,HS9 5YT, 01871 890542
631,631,70 Borve,Isle of Barra,HS9 5XB, 01871 890146
632,632,84 Vatersay,Isle of Barra,HS9 5XZ, 01871 817127
633,633,88 Glen,Isle of Barra,HS9 5YD, 01871 890308
634,634,36 Vatersay,Isle of Barra,HS9 5XA, 01871 817359
635,635,73 Leanish,Isle of Barra,HS9 5UH, 01871 810398
636,636,1 Scurrival,Isle of Barra,HS9 5UP, 01871 817732
637,637,80 Glen,Isle of Barra,HS9 5YR, 01871 817939
638,638,44 Earsary,Isle of Barra,HS9 5UU, 01871 890920
639,639,71 Ardmhor,Isle of Barra,HS9 5YD, 01871 890667
640,640,93 Garrygall,Isle of Barra,HS9 5YN, 01871 810397
641,641,37 Northbay,Isle of Barra,HS9 5YD, 01871 810708
642,642,70 Nask,Isle of Barra,HS9 5YZ, 01871 817247
643,643,51 Scurrival,Isle of Barra,HS9 5YL, 01871 810814
644,644,85 Horve,Isle of Barra,HS9 5UZ, 01871 890945
645,645,95 Horve,Isle of Barra,HS9 5XW, 01871 890535
646,646,69 Northbay,Isle of Barra,HS9 5UX, 01871 810440
647,647,84 Castlebay,Isle of Barra,HS9 5YB, 01871 890788
648,648,15 Northbay,Isle of Barra,HS9 5YZ, 01871 890633
649,649,60 Craigston,Isle of Barra,HS9 5YN, 01871 817408
650,650,57 Garrygall,Isle of Barra,HS9 5XH, 01871 810314
651,651,50 Bolnabodach,Isle of Barra,HS9 5UJ, 01871 890662
652,652,19 Allasdale,Isle of Barra,HS9 5UA, 01871 810388
653,653,22 Cleat,Isle of Barra,HS9 5UX, 01871 810424
654,654,60 Cleat,Isle of Barra,HS9 5YD, 01871 890107
655,655,81 Ardmhor,Isle of Barra,HS9 5YP, 01871 810404
656,656,30 Borve,Isle of Barra,HS9 5XE, 01871 810668
657,657,91 Glen,Isle of Barra,HS9 5YY, 01871 890630
658,658,19 Bolnabodach,Isle of Barra,HS9 5XH, 01871 890469
659,659,83 Bolnabodach,Isle of Barra,HS9 5XJ, 01871 810384
660,660,49 Eoligarry,Isle of Barra,HS9 5XD, 01871 817802
661,661,75 Castlebay,Isle of Barra,HS9 5XA, 01871 810466
662,662,99 Skallary,Isle of Barra,HS9 5YA, 01871 810620
663,663,46 Horve,Isle of Barra,HS9 5XR, 01871 810885
664,664,44 Scurrival,Isle of Barra,HS9 5UN, 01871 810931
665,665,75 Castlebay,Isle of Barra,HS9 5XA, 01871 810466
666,666,2 Craigston,Isle of Barra,HS9 5YX, 01871 890224
667,667,94 Nask,Isle of Barra,HS9 5UT, 01871 810998
668,668,59 Glen,Isle of Barra,HS9 5UP, 01871 890259
669,669,63 Allasdale,Isle of Barra,HS9 5XJ, 01871 817237
670,670,19 Brevig,Isle of Barra,HS9 5XN, 01871 810591
671,671,50 Horve,Isle of Barra,HS9 5XD, 01871 810583
672,672,32 Northbay,Isle of Barra,HS9 5YQ, 01871 817884
673,673,3 Vatersay,Isle of Barra,HS9 5UX, 01871 890708
674,674,72 Cleat,Isle of Barra,HS9 5YN, 01871 810801
675,675,46 Glen,Isle of Barra,HS9 5UZ, 01871 810864
676,676,91 Skallary,Isle of Barra,HS9 5YN, 01871 890401
677,677,6 Borve,Isle of Barra,HS9 5UJ, 01871 890923
678,678,78 Garrygall,Isle of Barra,HS9 5XT, 01871 810772
679,679,49 Brevig,Isle of Barra,HS9 5YW, 01871 817874
680,680,71 Scurrival,Isle of Barra,HS9 5YP, 01871 890313
681,681,38 Ardmhor,Isle of Barra,HS9 5XQ, 01871 817556
682,682,59 Ardmhor,Isle of Barra,HS9 5XW, 01871 817615
683,683,83 Bruernish,Isle of Barra,HS9 5XU, 01871 890652
684,684,11 Bruernish,Isle of Barra,HS9 5XH, 01871 890831
685,685,15 Allasdale,Isle of Barra,HS9 5XR, 01871 817918
686,686,80 Glen,Isle of Barra,HS9 5YR, 01871 817939
687,687,1 Borve,Isle of Barra,HS9 5YH, 01871 817237
688,688,92 Horve,Isle of Barra,HS9 5XE, 01871 810772
689,689,23 Craigston,Isle of Barra,HS9 5XZ, 01871 810298
690,690,77 Eoligarry,Isle of Barra,HS9 5YA, 01871 810807
691,691,89 Bolnabodach,Isle of Barra,HS9 5UN, 01871 890591
692,692,47 Vatersay,Isle of Barra,HS9 5XP, 01871 890638
693,693,18 Earsary,Isle of Barra,HS9 5YD, 01871 810305
694,694,2 Allasdale,Isle of Barra,HS9 5UR, 01871 890451
695,695,48 Cleat,Isle of Barra,HS9 5UD, 01871 890300
696,696,37 Cleat,Isle of Barra,HS9 5YY, 01871 817438
697,697,60 Garrygall,Isle of Barra,HS9 5XU, 01871 810553
698,698,82 Garrygall,Isle of Barra,HS9 5XX, 01871 890376
699,699,85 Bolnabodach,Isle of Barra,HS9 5YW, 01871 890163
700,700,80 Horve,Isle of Barra,HS9 5UD, 01871 890235
701,701,54 Vatersay,Isle of Barra,HS9 5XW, 01871 810150
702,702,48 Tangasdale,Isle of Barra,HS9 5XN, 01871 817466
703,703,49 Borve,Isle of Barra,HS9 5YW, 01871 890832
704,704,22 Scurrival,Isle of Barra,HS9 5UQ, 01871 810957
705,705,33 Northbay,Isle of Barra,HS9 5XB, 01871 890796
706,706,8 Horve,Isle of Barra,HS9 5XR, 01871 890634
707,707,92 Craigston,Isle of Barra,HS9 5UD, 01871 890763
708,708,67 Bolnabodach,Isle of Barra,HS9 5YX, 01871 890889
709,709,29 Bolnabodach,Isle of Barra,HS9 5XN, 01871 817205
710,710,71 Glen,Isle of Barra,HS9 5UQ, 01871 817478
711,711,51 Bruernish,Isle of Barra,HS9 5UQ, 01871 890698
712,712,27 Scurrival,Isle of Barra,HS9 5XA, 01871 810359
713,713,17 Borve,Isle of Barra,HS9 5YW, 01871 817526
714,714,91 Vatersay,Isle of Barra,HS9 5YL, 01871 890809
715,715,75 Eoligarry,Isle of Barra,HS9 5XL, 01871 810411
716,716,9 Glen,Isle of Barra,HS9 5UB, 01871 890936
717,717,26 Glen,Isle of Barra,HS9 5YX, 01871 817981
718,718,77 Earsary,Isle of Barra,HS9 5UH, 01871 890737
719,719,40 Earsary,Isle of Barra,HS9 5UA, 01871 810281
720,720,42 Nask,Isle of Barra,HS9 5XL, 01871 890500
721,721,3 Nask,Isle of Barra,HS9 5YY, 01871 890759
722,722,46 Borve,Isle of Barra,HS9 5XY, 01871 890895
723,723,68 Tangasdale,Isle of Barra,HS9 5UW, 01871 817819
724,724,90 Tangasdale,Isle of Barra,HS9 5YP, 01871 810118
725,725,56 Vatersay,Isle of Barra,HS9 5XU, 01871 817686
726,726,69 Cleat,Isle of Barra,HS9 5UH, 01871 890186
727,727,55 Bolnabodach,Isle of Barra,HS9 5YY, 01871 817484
728,728,15 Scurrival,Isle of Barra,HS9 5XP, 01871 810897
729,729,70 Brevig,Isle of Barra,HS9 5UZ, 01871 810285
730,730,94 Glen,Isle of Barra,HS9 5UD, 01871 817233
731,731,98 Craigston,Isle of Barra,HS9 5YQ, 01871 817773
732,732,93 Castlebay,Isle of Barra,HS9 5XL, 01871 817892
733,733,52 Scurrival,Isle of Barra,HS9 5UZ, 01871 810310
734,734,20 Skallary,Isle of Barra,HS9 5YL, 01871 890802
735,735,90 Skallary,Isle of Barra,HS9 5XZ, 01871 890477
736,736,15 Ardmhor,Isle of Barra,HS9 5YU, 01871 810781
737,737,4 Garrygall,Isle of Barra,HS9 5XH, 01871 890269
738,738,84 Bolnabodach,Isle of Barra,HS9 5YB, 01871 810715
739,739,63 Scurrival,Isle of Barra,HS9 5UW, 01871 810689
740,740,50 Tangasdale,Isle of Barra,HS9 5YJ, 01871 890375
741,741,35 Cleat,Isle of Barra,HS9 5YD, 01871 810582
742,742,93 Bruernish,Isle of Barra,HS9 5YN, 01871 890189
743,743,81 Leanish,Isle of Barra,HS9 5YQ, 01871 810573
744,744,11 Northbay,Isle of Barra,HS9 5XJ, 01871 890495
745,745,55 Borve,Isle of Barra,HS9 5XL, 01871 817944
746,746,63 Craigston,Isle of Barra,HS9 5YU, 01871 817445
747,747,73 Allasdale,Isle of Barra,HS9 5YD, 01871 890447
748,748,29 Bolnabodach,Isle of Barra,HS9 5XN, 01871 817205
749,749,34 Leanish,Isle of Barra,HS9 5YP, 01871 810202
750,750,64 Craigston,Isle of Barra,HS9 5UE, 01871 890460
751,751,41 Ardmhor,Isle of Barra,HS9 5XU, 01871 890277
752,752,63 Northbay,Isle of Barra,HS9 5UJ, 01871 817424
753,753,19 Scurrival,Isle of Barra,HS9 5UU, 01871 810566
754,754,35 Vatersay,Isle of Barra,HS9 5UQ, 01871 817318
755,755,45 Bruernish,Isle of Barra,HS9 5XY, 01871 810890
756,756,34 Bruernish,Isle of Barra,HS9 5UA, 01871 810129
757,757,94 Eoligarry,Isle of Barra,HS9 5YL, 01871 810202
758,758,6 Horve,Isle of Barra,HS9 5UN, 01871 810883
759,759,37 Horve,Isle of Barra,HS9 5XN, 01871 810414
760,760,87 Leanish,Isle of Barra,HS9 5XB, 01871 890971
761,761,8 Allasdale,Isle of Barra,HS9 5YN, 01871 817527
762,762,57 Allasdale,Isle of Barra,HS9 5YX, 01871 817491
763,763,66 Vatersay,Isle of Barra,HS9 5XX, 01871 810553
764,764,46 Eoligarry,Isle of Barra,HS9 5UR, 01871 810712
765,765,2 Bolnabodach,Isle of Barra,HS9 5UN, 01871 810357
766,766,71 Cleat,Isle of Barra,HS9 5XT, 01871 817893
767,767,30 Brevig,Isle of Barra,HS9 5YE, 01871 817133
768,768,58 Brevig,Isle of Barra,HS9 5UL, 01871 890489
769,769,57 Bolnabodach,Isle of Barra,HS9 5YP, 01871 890897
770,770,1 Horve,Isle of Barra,HS9 5UZ, 01871 890515
771,771,68 Earsary,Isle of Barra,HS9 5YU, 01871 817989
772,772,71 Glen,Isle of Barra,HS9 5UQ, 01871 817478
773,773,50 Eoligarry,Isle of Barra,HS9 5YY, 01871 810284
774,774,9 Eoligarry,Isle of Barra,HS9 5YN, 01871 890329
775,775,34 Eoligarry,Isle of Barra,HS9 5UE, 01871 890662
776,776,56 Eoligarry,Isle of Barra,HS9 5XH, 01871 810443
777,777,16 Glen,Isle of Barra,HS9 5YA, 01871 890689
778,778,80 Nask,Isle of Barra,HS9 5UH, 01871 890745
779,779,84 Castlebay,Isle of Barra,HS9 5YB, 01871 890788
780,780,63 Craigston,Isle of Barra,HS9 5YU, 01871 817445
781,781,65 Brevig,Isle of Barra,HS9 5UJ, 01871 890885
782,782,57 Allasdale,Isle of Barra,HS9 5YX, 01871 817491
783,783,43 Brevig,Isle of Barra,HS9 5UQ, 01871 817125
784,784,5 Scurrival,Isle of Barra,HS9 5YW, 01871 810721
785,785,27 Skallary,Isle of Barra,HS9 5YN, 01871 817212
786,786,20 Vatersay,Isle of Barra,HS9 5YD, 01871 810565
787,787,67 Leanish,Isle of Barra,HS9 5UP, 01871 890530
788,788,10 Northbay,Isle of Barra,HS9 5XE, 01871 817917
789,789,64 Brevig,Isle of Barra,HS9 5UB, 01871 817899
790,790,98 Brevig,Isle of Barra,HS9 5XX, 01871 810826
791,791,85 Vatersay,Isle of Barra,HS9 5XB, 01871 817537
792,792,44 Glen,Isle of Barra,HS9 5UA, 01871 817964
793,793,14 Cleat,Isle of Barra,HS9 5XY, 01871 810717
794,794,57 Allasdale,Isle of Barra,HS9 5YX, 01871 817491
795,795,43 Skallary,Isle of Barra,HS9 5YU, 01871 810148
796,796,96 Leanish,Isle of Barra,HS9 5YY, 01871 810661
797,797,66 Eoligarry,Isle of Barra,HS9 5YB, 01871 890875
798,798,71 Northbay,Isle of Barra,HS9 5XJ, 01871 810872
799,799,60 Brevig,Isle of Barra,HS9 5UW, 01871 817429
800,800,62 Brevig,Isle of Barra,HS9 5UA, 01871 810323
801,801,74 Tangasdale,Isle of Barra,HS9 5YU, 01871 817486
802,802,6 Skallary,Isle of Barra,HS9 5XW, 01871 817629
803,803,60 Brevig,Isle of Barra,HS9 5UW, 01871 817429
804,804,80 Brevig,Isle of Barra,HS9 5XW, 01871 810547
805,805,30 Earsary,Isle of Barra,HS9 5YT, 01871 810972
