pupil_id,first_name,last_name,dob,age,enrolled
613,Stephana,Clark,2014-01-10,8,1
614,Trenna,Robertson,2014-04-07,8,1
615,Vonnie,Jones,2014-09-16,8,1
616,Man,Smiley,2014-07-07,8,1
617,Dilan,Clark,2014-04-12,8,1
618,Eben,Docherty,2014-05-18,8,1
619,Lon,Paterson,2014-08-25,8,1
620,Shirl,MacDonald,2014-04-23,8,1
621,Kevyn,Smiley,2014-03-09,8,1
622,Elva,Wilson,2014-09-15,8,1
623,Marianne,Docherty,2014-11-30,8,1
624,Laurie,Young,2014-04-21,8,1
625,Sheffy,MacDonald,2014-07-03,8,1
626,Blythe,Thomson,2014-11-05,8,1
627,Zeb,McGuire,2014-05-15,8,1
628,Grata,Mitchell,2014-01-09,8,1
629,Lynna,Mitchell,2014-10-29,8,1
630,Joni,Brown,2014-10-31,8,1
631,Cary,Robertson,2014-04-14,8,1
632,Susanna,Ferguson,2014-01-20,8,1
633,Gerome,Millar,2014-03-03,8,1
634,Rebecka,Wilson,2014-10-01,8,1
635,Harman,Henderson,2014-08-25,8,1
636,Ketti,Thomson,2014-09-01,8,1
637,Chrystal,MacDonald,2014-04-17,8,1
638,Kleon,Campbell,2014-09-14,8,1
639,Bart,Ferguson,2014-06-22,8,1
640,Hilton,Smyth,2014-10-24,8,1
641,Delcina,Henderson,2014-12-30,8,1
642,Roda,Campbell,2014-05-06,8,1
643,Inna,Smyth,2014-10-02,8,1
644,Galen,Ferguson,2014-12-08,8,1
645,Robbie,Smiley,2014-12-31,8,1
646,Novelia,Simpson,2014-08-01,8,1
647,Modesta,Davidson,2014-09-12,8,1
648,Goldi,Grant,2014-08-04,8,1
649,Wendi,MacNeil,2014-02-15,8,1
650,Steffi,Stewart,2014-08-24,8,1
651,Raf,Campbell,2014-07-21,8,1
652,Mick,Smiley,2014-07-16,8,1
653,Torry,Robertson,2014-11-24,8,1
654,Moses,Young,2014-09-01,8,1
655,Frazier,O'Carroll,2014-08-01,8,1
656,Chancey,Mitchell,2014-01-12,8,1
657,Darwin,Grant,2014-12-03,8,1
658,Dari,MacKinnon,2014-06-24,8,1
659,Octavia,Paterson,2014-08-31,8,1
660,Redd,Ferguson,2014-05-26,8,1
661,Susi,Docherty,2014-08-08,8,1
662,Nathalie,Thomson,2014-09-24,8,1
663,Roxanne,MacNeil,2014-08-20,8,1
664,Jasun,Grant,2015-10-02,7,1
665,Harbert,MacLeod,2015-05-07,7,1
666,Titus,Campbell,2015-05-10,7,1
667,Anallise,O'Carroll,2015-04-25,7,1
668,Niven,Paterson,2015-03-06,7,1
669,Thedrick,Davidson,2015-11-06,7,1
670,Sterling,Henderson,2015-05-01,7,1
671,Selie,Small,2015-05-29,7,1
672,Kippar,MacLean,2015-11-20,7,1
673,Sisile,Stewart,2015-01-23,7,1
674,Hamlin,Jones,2015-07-30,7,1
675,Daune,MacDonald,2015-06-21,7,1
676,Norean,MacNeil,2015-01-19,7,1
677,Aura,Docherty,2015-10-06,7,1
678,Flint,Brown,2015-02-24,7,1
679,Brittne,O'Carroll,2015-01-29,7,1
680,Bevon,Campbell,2015-12-21,7,1
681,Scotti,Stewart,2015-06-28,7,1
682,Cornell,MacKinnon,2015-08-18,7,1
683,Allegra,Grant,2015-10-10,7,1
684,Abbye,Simpson,2015-01-14,7,1
685,Emmeline,MacLean,2015-07-29,7,1
686,Lew,MacKinnon,2015-06-04,7,1
687,Jessi,MacLean,2015-11-18,7,1
688,Lilla,Grant,2015-01-08,7,1
689,Ruprecht,Millar,2015-03-02,7,1
690,Tabbie,Thomson,2015-12-20,7,1
691,Beck,Robertson,2015-11-07,7,1
692,Puff,Young,2015-01-28,7,1
693,Anton,Thomson,2015-08-24,7,1
694,Avie,Davidson,2015-05-04,7,1
695,Lucila,MacNeil,2015-09-22,7,1
696,Esma,Young,2015-08-17,7,1
697,Graig,Wilson,2015-03-27,7,1
698,Mauricio,Ferguson,2015-11-01,7,1
699,Timoteo,Smiley,2015-12-29,7,1
700,Mirilla,Ferguson,2015-01-12,7,1
701,Cybil,Wilson,2015-04-01,7,1
702,Allayne,Robertson,2016-03-13,6,1
703,Gale,Docherty,2016-10-07,6,1
704,Ingelbert,Grant,2016-11-27,6,1
705,Cass,O'Carroll,2016-12-31,6,1
706,Horatia,Paterson,2016-06-11,6,1
707,Matthieu,Millar,2016-01-22,6,1
708,Benjamen,Campbell,2016-01-27,6,1
709,Cchaddie,Campbell,2016-08-07,6,1
710,Duncan,Paterson,2016-07-27,6,1
711,Liuka,MacKinnon,2016-08-13,6,1
712,Ingeborg,McGuire,2016-05-31,6,1
713,Wilden,Millar,2016-05-09,6,1
714,Ali,Smyth,2016-09-30,6,1
715,Jeanette,Smiley,2016-09-10,6,1
716,Oliver,Smyth,2016-03-05,6,1
717,Harper,Grant,2016-02-13,6,1
718,Niven,Clark,2016-02-03,6,1
719,Nettle,Davidson,2016-03-20,6,1
720,Stefa,McGuire,2016-08-26,6,1
721,Blair,MacLeod,2016-07-14,6,1
722,Maryellen,Grant,2016-12-05,6,1
723,Antone,Jones,2016-01-17,6,1
724,Lynea,Smiley,2016-05-17,6,1
725,Regen,Davidson,2016-10-28,6,1
726,Buck,Mitchell,2016-10-18,6,1
727,Debra,Mitchell,2016-03-11,6,1
728,Ray,MacDonald,2016-12-17,6,1
729,Pamela,Smith,2016-08-04,6,1
730,Dulciana,Small,2016-10-13,6,1
731,Rayshell,Smith,2016-08-13,6,1
732,Nathan,Simpson,2016-05-27,6,1
733,Bette-ann,O'Carroll,2016-11-12,6,1
734,Tobie,Henderson,2016-05-29,6,1
735,Sammie,Henderson,2016-03-22,6,1
736,Zerk,Stewart,2016-09-23,6,1
737,Elinore,MacLean,2016-04-09,6,1
738,Launce,Small,2016-05-14,6,1
739,Mandi,MacDonald,2016-02-15,6,1
740,Hyacinthia,MacLeod,2016-10-11,6,1
741,Tabbatha,Smyth,2016-11-12,6,1
742,Dewain,Millar,2016-11-16,6,1
743,Dewie,Davidson,2016-11-19,6,1
744,Ellissa,Young,2016-05-03,6,1
745,Bettine,Docherty,2016-04-07,6,1
746,Fowler,Robertson,2016-05-22,6,1
747,Brett,Smyth,2016-12-27,6,1
748,Perice,MacDonald,2016-03-05,6,1
749,Bernetta,MacDonald,2016-08-03,6,1
750,Douglass,Brown,2017-06-06,5,1
751,Reinhold,MacNeil,2017-09-17,5,1
752,Abran,Brown,2017-02-16,5,1
753,Lion,Mitchell,2017-04-26,5,1
754,Edwin,MacNeil,2017-06-26,5,1
755,Reg,MacDonald,2017-04-04,5,1
756,Annecorinne,MacNeil,2017-06-02,5,1
757,Loreen,Paterson,2017-04-12,5,1
758,Toby,MacLeod,2017-05-02,5,1
759,Michele,Smiley,2017-04-28,5,1
760,Thia,Mitchell,2017-12-18,5,1
761,Correy,Henderson,2017-08-22,5,1
762,Hailee,Jones,2017-04-03,5,1
763,Jamal,Clark,2017-07-23,5,1
764,Kylie,Clark,2017-11-15,5,1
765,Daphna,Paterson,2017-07-07,5,1
766,Piper,MacLeod,2017-08-21,5,1
767,Thurstan,Davidson,2017-09-13,5,1
768,Legra,Smith,2017-02-07,5,1
769,Shane,MacLeod,2017-12-17,5,1
770,Chrissy,MacNeil,2017-11-12,5,1
771,Rosalia,O'Carroll,2017-11-02,5,1
772,Leia,MacLean,2017-11-28,5,1
773,Hazel,Docherty,2017-11-19,5,1
774,Yardley,Millar,2017-04-08,5,1
775,Horace,MacDonald,2017-03-03,5,1
776,Helge,Robertson,2017-03-28,5,1
777,Kelly,Simpson,2017-04-30,5,1
778,Leicester,Wilson,2017-06-20,5,1
779,Carolann,Smiley,2017-06-28,5,1
780,Lynette,Grant,2017-03-21,5,1
781,Meara,McGuire,2017-09-04,5,1
782,Elenore,MacLeod,2017-09-12,5,1
783,Shawna,Robertson,2017-06-19,5,1
784,Page,Clark,2017-11-03,5,1
785,Alvin,O'Carroll,2017-02-04,5,1
786,Trevor,Robertson,2017-01-09,5,1
787,Dore,Robertson,2018-10-29,4,1
788,Carrol,Jones,2018-08-05,4,1
789,Cathyleen,Clark,2018-09-28,4,1
790,Lotte,Smyth,2018-01-05,4,1
791,Brenda,Smith,2018-10-29,4,1
792,Prudence,Paterson,2018-07-09,4,1
793,Hyman,MacKinnon,2018-07-13,4,1
794,Tildie,O'Carroll,2018-12-26,4,1
795,Hadley,Clark,2018-10-14,4,1
796,Krystyna,Wilson,2018-09-20,4,1
797,Josi,Robertson,2018-11-21,4,1
798,Jeane,Smyth,2018-11-16,4,1
799,Kristos,Mitchell,2018-10-12,4,1
800,Solomon,McGuire,2018-02-18,4,1
801,Briny,Jones,2018-01-06,4,1
802,Glynnis,MacLeod,2018-07-05,4,1
803,Harrie,Simpson,2018-11-08,4,1
804,Berny,MacLean,2018-06-07,4,1
805,Rozella,Smyth,2018-03-06,4,1
806,Millie,McGuire,2018-01-11,4,1
807,Syman,McGuire,2018-02-26,4,1
808,Nettle,Wilson,2018-10-17,4,1
809,Elsi,Young,2018-12-27,4,1
810,Fredelia,Robertson,2018-03-08,4,1
811,Gretel,Grant,2018-09-14,4,1
812,Ninette,Smyth,2018-02-14,4,1
813,Saunder,MacDonald,2018-11-30,4,1
814,Buffy,Paterson,2018-04-28,4,1
815,Latia,MacKinnon,2018-04-06,4,1
816,Beverlee,Docherty,2018-06-21,4,1
817,Marjie,Brown,2019-05-13,3,1
818,Magdaia,Campbell,2019-08-20,3,1
819,Brittani,MacDonald,2019-04-30,3,1
820,Francois,Young,2019-08-13,3,1
821,Evered,Stewart,2019-12-29,3,1
822,Mersey,Smith,2019-09-29,3,1
823,Alanson,Brown,2019-08-31,3,1
824,Gardener,Smith,2019-03-19,3,1
825,Kath,Smiley,2019-11-27,3,1
826,Carlie,Clark,2019-06-29,3,1
827,Audre,MacNeil,2019-06-19,3,1
828,Sissy,Henderson,2019-03-04,3,1
829,Mariel,Robertson,2019-06-23,3,1
830,Galen,Grant,2019-05-29,3,1
831,Brander,Davidson,2019-10-20,3,1
832,Krystle,Simpson,2019-09-29,3,1
833,Manon,McGuire,2019-10-14,3,1
834,Clayborn,Campbell,2019-09-11,3,1
835,Osmond,MacLeod,2019-11-23,3,1
836,Abey,Small,2019-02-13,3,1
837,Tobi,Henderson,2019-11-09,3,1
838,Modestia,Smith,2019-10-26,3,1
839,Rayshell,MacLeod,2019-06-01,3,1
840,Andree,Campbell,2019-01-07,3,1
841,Kirbee,Paterson,2019-08-07,3,1
842,Delano,Stewart,2019-07-31,3,1
843,Kerrin,Docherty,2019-03-19,3,1
844,Nikola,MacNeil,2019-04-13,3,1
845,Zack,Smyth,2019-04-22,3,1
846,Rozalie,Thomson,2019-12-13,3,1
847,Bren,Docherty,2019-07-08,3,1
848,Gweneth,O'Carroll,2020-09-08,2,0
849,Kaycee,Simpson,2020-05-21,2,0
850,Charil,Jones,2020-02-21,2,0
851,Hyatt,MacLean,2020-01-24,2,0
852,Jarvis,Thomson,2020-05-21,2,0
853,Ashlen,MacNeil,2020-09-15,2,0
854,Oliver,MacLean,2020-12-10,2,0
855,Consalve,MacKinnon,2021-01-01,2,0
856,Ula,Grant,2020-08-16,2,0
857,Elle,MacDonald,2020-12-01,2,0
858,Craig,MacNeil,2020-02-11,2,0
859,Amory,Ferguson,2020-09-21,2,0
860,Peg,Grant,2020-08-12,2,0
861,Laetitia,Wilson,2020-12-13,2,0
862,Bunny,Smyth,2020-09-04,2,0
863,Caroljean,MacNeil,2020-07-21,2,0
864,Ilyssa,Thomson,2020-01-07,2,0
865,Martita,Ferguson,2020-05-23,2,0
866,Martynne,Millar,2020-12-30,2,0
867,Bibby,Clark,2020-06-06,2,0
868,Chiarra,Jones,2020-07-28,2,0
869,Carma,Young,2020-09-11,2,0
870,Errol,Small,2020-11-25,2,0
871,Dolley,Small,2020-04-15,2,0
872,Dona,Wilson,2020-08-29,2,0
873,Marylynne,Jones,2020-10-11,2,0
874,Gayle,Mitchell,2020-03-03,2,0
875,Clayborne,MacNeil,2020-03-20,2,0
876,Frank,Young,2020-02-13,2,0
877,Casie,Paterson,2020-01-31,2,0
878,Jessie,Davidson,2020-04-29,2,0
879,Adelheid,Robertson,2020-02-05,2,0
880,Agosto,McGuire,2020-07-07,2,0
881,My,MacLean,2020-09-26,2,0
882,Jere,Jones,2020-08-09,2,0
883,Winslow,Paterson,2020-11-22,2,0
884,Quentin,Ferguson,2020-01-29,2,0
885,Merci,Campbell,2020-05-17,2,0
886,Rolfe,McGuire,2020-07-05,2,0
887,Nalani,MacDonald,2020-08-25,2,0
888,Mirabella,Smith,2020-12-13,2,0
889,Town,Robertson,2020-10-10,2,0
890,Jaye,Campbell,2020-03-23,2,0
891,Ramsay,Simpson,2020-09-24,2,0
892,Camile,Small,2020-05-31,2,0
893,Towney,McGuire,2020-03-09,2,0
894,Ives,MacNeil,2020-11-10,2,0
895,Jorrie,MacKinnon,2021-03-14,1,0
896,Margie,Paterson,2021-06-12,1,0
897,Roddy,MacDonald,2021-03-27,1,0
898,Karel,Paterson,2021-09-23,1,0
899,Cate,MacNeil,2021-10-08,1,0
900,Lou,Wilson,2021-08-23,1,0
901,Hercule,MacNeil,2021-04-05,1,0
902,Cassy,Docherty,2021-10-31,1,0
903,Vonnie,Smiley,2021-07-17,1,0
904,Wolf,Davidson,2021-12-25,1,0
905,Melesa,Brown,2021-05-22,1,0
906,Balduin,Clark,2021-08-17,1,0
907,Rivi,Stewart,2021-07-04,1,0
908,Stephan,Davidson,2021-07-20,1,0
909,Falito,Smith,2021-01-14,1,0
910,Nanny,Young,2021-08-15,1,0
911,Brand,Smith,2021-05-05,1,0
912,Andrey,Mitchell,2021-08-07,1,0
913,Shadow,MacDonald,2021-12-24,1,0
914,Ainslee,Smith,2021-06-04,1,0
915,Moss,Davidson,2021-11-05,1,0
916,Ninette,McGuire,2021-10-20,1,0
917,Hurley,MacDonald,2021-04-21,1,0
918,Aurelia,Docherty,2021-07-31,1,0
919,Iggy,Robertson,2021-03-14,1,0
920,Isabella,Mitchell,2021-08-07,1,0
921,Karole,Wilson,2021-09-19,1,0
922,Renaud,Davidson,2021-03-18,1,0
923,Brooks,Paterson,2021-05-01,1,0
924,Akim,Simpson,2021-04-25,1,0
925,Welch,Ferguson,2021-08-22,1,0
926,Lindie,Simpson,2021-11-13,1,0
927,Dulce,O'Carroll,2021-09-13,1,0
928,Marris,Millar,2021-05-18,1,0
929,Iorgo,Smyth,2021-11-18,1,0
930,Glenine,Ferguson,2021-04-27,1,0
931,Griffin,MacNeil,2021-09-01,1,0
932,Prescott,Ferguson,2021-04-14,1,0
933,Nadean,Stewart,2021-04-22,1,0
934,Sal,Paterson,2021-02-17,1,0
935,Miles,Wilson,2021-11-16,1,0
936,Ruthe,Thomson,2021-09-30,1,0
937,Amata,McGuire,2021-05-22,1,0
938,Alvinia,O'Carroll,2021-01-10,1,0
939,Munroe,Grant,2021-11-26,1,0
940,Evelin,Wilson,2021-11-08,1,0
941,Darren,MacDonald,2021-01-22,1,0
942,Raviv,Brown,2021-11-08,1,0
943,Gabriella,Docherty,2021-03-27,1,0
944,Bax,MacLean,2021-02-10,1,0
945,Ritchie,Campbell,2021-05-04,1,0
946,Tova,Davidson,2021-12-03,1,0
947,Lilli,Davidson,2021-07-31,1,0
948,Hester,Stewart,2021-05-12,1,0
949,Krisha,Jones,2021-01-22,1,0
950,Clemence,Brown,2021-12-12,1,0
951,Anet,Jones,2021-04-27,1,0
952,Hamlin,Grant,2022-09-27,0,0
953,Lonnie,Smiley,2022-12-09,0,0
954,Lyndsie,Robertson,2022-02-06,0,0
955,Gerick,Clark,2022-06-06,0,0
956,Deni,McGuire,2022-04-20,0,0
957,Ches,Millar,2022-05-05,0,0
958,Keith,Millar,2022-11-19,0,0
959,Marta,Robertson,2022-11-14,0,0
960,Janith,Millar,2022-02-20,0,0
961,Netti,O'Carroll,2022-06-24,0,0
962,Sibilla,Thomson,2022-08-13,0,0
963,Sissy,MacLean,2022-07-06,0,0
964,Wadsworth,Smyth,2022-03-17,0,0
965,Marwin,McGuire,2022-03-13,0,0
966,Timofei,Wilson,2022-12-26,0,0
967,Pammy,Smith,2022-11-23,0,0
968,Janean,Docherty,2022-09-15,0,0
969,Etty,Smith,2022-12-06,0,0
970,Reba,Young,2022-11-25,0,0
971,Belvia,Davidson,2022-10-22,0,0
972,Lou,Stewart,2022-04-11,0,0
973,Emmy,Stewart,2022-09-15,0,0
974,Frank,Campbell,2022-09-17,0,0
975,Leland,Small,2022-01-18,0,0
976,Garth,Millar,2022-07-12,0,0
977,Carroll,Henderson,2022-09-01,0,0
978,Priscilla,MacKinnon,2022-04-21,0,0
979,Geoff,Brown,2022-08-23,0,0
980,Angelo,Smith,2022-11-01,0,0
981,Marylin,Mitchell,2022-04-25,0,0
982,Lisabeth,Smiley,2022-09-15,0,0
983,Huntley,Smyth,2022-12-08,0,0
984,Deb,MacLeod,2022-10-12,0,0
985,Monika,McGuire,2022-10-23,0,0
986,Doe,Wilson,2022-11-19,0,0
987,Fionnula,Campbell,2022-08-07,0,0
988,Alden,Young,2022-12-19,0,0
989,Gibby,Robertson,2022-05-06,0,0
990,Dannel,Mitchell,2022-12-24,0,0
991,Johnette,Smyth,2022-09-20,0,0
992,Pasquale,Wilson,2022-03-16,0,0
993,Jan,Mitchell,2022-07-21,0,0
994,Corabella,Young,2022-07-25,0,0
995,Missie,Mitchell,2022-02-07,0,0
996,Nikki,Campbell,2022-12-01,0,0
997,Eliot,Smiley,2022-05-10,0,0
998,Camel,MacLeod,2022-11-03,0,0
999,Ada,Clark,2022-04-22,0,0
1000,Jere,Young,2022-06-17,0,0
